CustomerID,Churn,Country,State,Retired,HasPartner,HasDependents,Education,Gender,BaseCharges,DOC,TotalCharges,DOE,ElectronicBilling,ContractType,PaymentMethod,TypeOfService,ServiceDetails
Cust3238,No,India,Maharashtra,0,1,1,Graduation,Female,100.5,41030,1162,40553,Yes,Month-to-month,Credit card (automatic),HasPhoneService,1
Cust3668,No,India,Maharashtra,0,2,2,Graduation,Male,97.5,41030,4177.5,39593,No,One year,Credit card (automatic),HasPhoneService,1
Cust3895,Yes,India,Maharashtra,0,2,2,ProfessionalQalification,Female,126,41030,126,40883,No,Month-to-month,Mailed check,InternetServiceCategory,DSL
Cust1557,No,India,Maharashtra,0,1,2,Masters,Male,375,41030,3290.5,40673,Yes,Month-to-month,Mailed check,InternetServiceCategory,Fiber optic
Cust3848,No,India,Maharashtra,0,2,1,Graduation,Female,100.75,41030,4854.25,39413,No,Two year,Credit card (automatic),OnlineSecurity,No internet service
Cust2892,No,India,Maharashtra,0,1,1,Highschool or below,Female,548.5,41030,40646.5,38753,No,Two year,Credit card (automatic),HasPhoneService,1
Cust1564,No,India,Maharashtra,0,2,2,Masters,Female,391.75,41030,9189.5,40163,Yes,Month-to-month,Bank transfer (automatic),DeviceProtection,Yes
Cust1546,Yes,India,Maharashtra,1,2,2,Highschool or below,Female,481.5,41030,7133.75,40463,Yes,Month-to-month,Mailed check,MultipleLines,No
Cust5199,No,India,Maharashtra,0,2,1,Highschool or below,Male,95.75,41030,2686.75,40103,No,Month-to-month,Mailed check,StreamingMovies,No internet service
Cust2327,Yes,India,Maharashtra,0,1,1,Masters,Male,483.25,41030,5814.25,40523,Yes,Month-to-month,Mailed check,HasPhoneService,1
Cust2706,No,India,Maharashtra,0,2,2,Masters,Female,541.25,41030,33900.5,39023,No,Month-to-month,Credit card (automatic),TechnicalSupport,No
Cust5254,No,India,Maharashtra,0,2,2,Masters,Male,349.5,41030,349.5,40883,Yes,Month-to-month,Electronic check,StreamingTelevision,No
Cust2780,No,India,Maharashtra,0,1,1,Highschool or below,Male,103.25,41030,3274.25,40043,Yes,Month-to-month,Mailed check,InternetServiceCategory,No
Cust3137,No,India,Maharashtra,1,1,2,Highschool or below,Female,419.25,41030,11551,40103,No,Month-to-month,Electronic check,InternetServiceCategory,DSL
Cust1502,No,India,Maharashtra,0,2,1,Masters,Male,102.75,41030,5065.25,39503,No,One year,Credit card (automatic),HasPhoneService,1
Cust4734,Yes,India,Maharashtra,1,2,2,Highschool or below,Male,218.25,41030,2634.75,40553,Yes,Month-to-month,Electronic check,MultipleLines,No phone service
Cust4968,No,India,Maharashtra,0,2,2,Highschool or below,Male,405.75,41030,3922.25,40643,Yes,Month-to-month,Electronic check,OnlineSecurity,Yes
Cust1253,No,India,Maharashtra,0,1,1,Graduation,Male,99.5,41030,769.75,40673,No,One year,Credit card (automatic),TechnicalSupport,No internet service
Cust1736,No,India,Maharashtra,0,1,2,Highschool or below,Male,298.75,41030,6871.75,40253,Yes,One year,Bank transfer (automatic),StreamingMovies,No
Cust4002,No,India,Maharashtra,0,2,2,Graduation,Male,324.25,41030,10054.75,39953,Yes,One year,Bank transfer (automatic),OnlineSecurity,No
Cust2716,No,India,Maharashtra,0,2,2,Highschool or below,Male,366.75,41030,4657.75,40523,No,Month-to-month,Mailed check,TechnicalSupport,Yes
Cust1879,No,India,Maharashtra,0,2,2,Masters,Female,323.75,41030,18085.5,39263,Yes,Two year,Mailed check,OnlineSecurity,No
Cust3892,No,India,Maharashtra,0,1,1,Highschool or below,Female,279.75,41030,5414,40373,No,Month-to-month,Mailed check,TechnicalSupport,No
Cust5701,No,India,Maharashtra,0,2,2,Graduation,Male,274.5,41030,15228.75,39323,No,One year,Credit card (automatic),MultipleLines,No phone service
Cust5825,No,India,Maharashtra,0,2,2,Highschool or below,Male,446,41030,16256.5,39863,Yes,One year,Electronic check,StreamingMovies,Yes
Cust4326,No,India,Maharashtra,0,1,2,Masters,Male,121.25,41030,8620.75,38813,No,Two year,Bank transfer (automatic),StreamingMovies,No internet service
Cust6185,No,India,Maharashtra,0,1,2,ProfessionalQalification,Male,505,41030,35427.5,38813,No,Two year,Credit card (automatic),InternetServiceCategory,Fiber optic
Cust1381,Yes,India,Maharashtra,0,1,1,Highschool or below,Female,347.5,41030,7491,40253,Yes,One year,Bank transfer (automatic),MultipleLines,No
Cust1758,No,India,Maharashtra,0,2,2,Masters,Male,347.5,41030,5997,40373,No,Month-to-month,Mailed check,MultipleLines,Yes
Cust3129,No,India,Maharashtra,0,1,1,Graduation,Female,443,41030,14443.5,39923,No,Month-to-month,Credit card (automatic),StreamingMovies,No
Cust3830,No,India,Maharashtra,0,1,1,ProfessionalQalification,Female,272.5,41030,10380.25,39773,No,Month-to-month,Electronic check,MultipleLines,No
Cust6367,Yes,India,Maharashtra,0,2,2,Highschool or below,Male,293,41030,4698.5,40463,Yes,Month-to-month,Credit card (automatic),InternetServiceCategory,DSL
Cust3658,Yes,India,Maharashtra,0,1,2,Graduation,Male,373,41030,373,40883,Yes,Month-to-month,Bank transfer (automatic),StreamingMovies,No
Cust5378,No,India,Maharashtra,0,2,1,Highschool or below,Male,101.75,41030,610,40763,No,Month-to-month,Credit card (automatic),StreamingMovies,No internet service
Cust1815,No,India,Maharashtra,0,1,1,Highschool or below,Female,341.25,41030,5574.25,40433,No,Two year,Bank transfer (automatic),MultipleLines,No
Cust6373,No,India,Maharashtra,0,1,2,Masters,Female,429.5,41030,10982.25,40133,No,Month-to-month,Credit card (automatic),OnlineSecurity,No
Cust3362,No,India,Maharashtra,0,1,2,ProfessionalQalification,Male,482.5,41030,28368.5,39083,Yes,One year,Bank transfer (automatic),InternetServiceCategory,Fiber optic
Cust2418,No,India,Maharashtra,0,2,2,Highschool or below,Male,99.5,41030,2554,40163,No,One year,Credit card (automatic),MultipleLines,No
Cust4429,No,India,Maharashtra,1,1,1,ProfessionalQalification,Female,480.5,41030,30096.75,39053,Yes,Month-to-month,Credit card (automatic),OnlineBackup,Yes
Cust1992,No,India,Maharashtra,0,1,1,Graduation,Female,546,41030,38557.25,38753,Yes,Two year,Bank transfer (automatic),StreamingTelevision,Yes
Cust1240,Yes,India,Maharashtra,0,2,2,Graduation,Female,426.5,41030,14587.5,39863,No,Month-to-month,Credit card (automatic),OnlineBackup,Yes
Cust1941,Yes,India,Maharashtra,0,2,2,ProfessionalQalification,Male,449.75,41030,5892,40493,Yes,Month-to-month,Electronic check,OnlineBackup,No
Cust3491,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,104.5,41030,2591.5,40133,No,Month-to-month,Mailed check,InternetServiceCategory,No
Cust3131,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,99.25,41030,286,40823,No,Month-to-month,Mailed check,DeviceProtection,No internet service
Cust3256,No,India,Maharashtra,1,2,2,Highschool or below,Male,127,41030,9046.75,38753,No,Two year,Bank transfer (automatic),OnlineBackup,No internet service
Cust3530,No,India,Maharashtra,0,2,2,Masters,Male,295.75,41030,1683.5,40733,Yes,Month-to-month,Bank transfer (automatic),StreamingMovies,Yes
Cust3726,No,India,Maharashtra,0,2,2,Highschool or below,Female,122.75,41030,8595.75,38783,No,Two year,Electronic check,TechnicalSupport,No internet service
Cust6136,Yes,India,Maharashtra,0,1,1,Graduation,Male,556.5,41030,37410.5,38903,Yes,One year,Electronic check,OnlineBackup,Yes
Cust4221,No,India,Maharashtra,0,1,2,ProfessionalQalification,Male,577.75,41030,42126.5,38753,Yes,Two year,Electronic check,MultipleLines,Yes
Cust4499,No,India,Maharashtra,0,1,1,Graduation,Male,401.5,41030,24481.75,39023,Yes,Month-to-month,Credit card (automatic),OnlineBackup,Yes
Cust6429,No,India,Maharashtra,0,1,2,Highschool or below,Male,265.75,41030,9654.5,39863,No,One year,Credit card (automatic),OnlineBackup,No
Cust3939,No,India,Maharashtra,0,1,2,Graduation,Male,456.25,41030,14820.25,39923,No,Month-to-month,Electronic check,OnlineBackup,No
Cust3687,No,India,Maharashtra,0,1,1,Masters,Female,501.5,41030,26222.25,39353,No,One year,Electronic check,InternetServiceCategory,Fiber optic
Cust5027,No,India,Maharashtra,0,1,1,ProfessionalQalification,Female,455.5,41030,10991.5,40223,Yes,Two year,Credit card (automatic),DeviceProtection,Yes
Cust4660,No,India,Maharashtra,0,2,2,Graduation,Female,446,41030,11918,40103,Yes,Month-to-month,Electronic check,OnlineSecurity,No
Cust5913,Yes,India,Maharashtra,1,2,2,Graduation,Female,398,41030,975.25,40853,Yes,Month-to-month,Electronic check,StreamingMovies,Yes
Cust1868,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,99.5,41030,3007.75,39953,No,Month-to-month,Bank transfer (automatic),StreamingMovies,No internet service
Cust4066,Yes,India,Maharashtra,0,2,2,Highschool or below,Female,497.5,41030,11845.25,40163,Yes,Month-to-month,Electronic check,StreamingTelevision,Yes
Cust3690,Yes,India,Maharashtra,0,2,2,Masters,Female,373.25,41030,3517.75,40643,Yes,Month-to-month,Electronic check,OnlineBackup,Yes
Cust3395,Yes,India,Maharashtra,0,1,1,ProfessionalQalification,Female,279.5,41030,1826.75,40733,No,Month-to-month,Credit card (automatic),DeviceProtection,No
Cust1862,Yes,India,Maharashtra,1,2,2,Masters,Female,348,41030,348,40883,Yes,Month-to-month,Electronic check,DeviceProtection,No
Cust2723,No,India,Maharashtra,0,2,2,Highschool or below,Male,447.75,41030,5108.75,40553,Yes,Month-to-month,Electronic check,MultipleLines,Yes
Cust5808,No,India,Maharashtra,0,2,2,Masters,Female,250.25,41030,10145.25,39683,No,One year,Bank transfer (automatic),StreamingTelevision,No
Cust5252,No,India,Maharashtra,0,2,1,Graduation,Male,104.25,41030,2337.5,40343,No,Two year,Credit card (automatic),MultipleLines,No
Cust2106,No,India,Maharashtra,0,1,2,Masters,Male,122.25,41030,8653.25,38783,No,Two year,Bank transfer (automatic),MultipleLines,Yes
Cust2680,No,India,Maharashtra,0,1,1,Highschool or below,Male,450.25,41030,20686,39503,No,Month-to-month,Electronic check,OnlineBackup,No
Cust4186,No,India,Maharashtra,0,2,2,Highschool or below,Female,98.25,41030,2390.5,40223,Yes,One year,Credit card (automatic),TechnicalSupport,No internet service
Cust1528,Yes,India,Maharashtra,1,2,2,Highschool or below,Female,448.5,41030,5238.5,40583,No,Month-to-month,Bank transfer (automatic),StreamingTelevision,Yes
Cust4852,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,272.25,41030,18374.75,38873,Yes,One year,Credit card (automatic),InternetServiceCategory,DSL
Cust3834,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,125.25,41030,1845.5,40463,No,Two year,Bank transfer (automatic),TechnicalSupport,No internet service
Cust1545,No,India,Maharashtra,1,1,2,Highschool or below,Male,322,41030,2908.5,40673,Yes,Month-to-month,Credit card (automatic),TechnicalSupport,Yes
Cust4612,Yes,India,Maharashtra,1,1,2,Graduation,Male,407.5,41030,6646,40403,No,Month-to-month,Bank transfer (automatic),StreamingTelevision,No
Cust2460,No,India,Maharashtra,0,2,2,Highschool or below,Male,269.25,41030,11003.5,39743,Yes,Two year,Credit card (automatic),DeviceProtection,No
Cust1207,No,India,Maharashtra,0,2,2,Graduation,Male,91.25,41030,2673.5,40073,No,One year,Credit card (automatic),InternetServiceCategory,No
Cust3855,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,96,41030,5618.25,39053,Yes,Two year,Credit card (automatic),DeviceProtection,No internet service
Cust2785,No,India,Maharashtra,0,2,2,Highschool or below,Male,526.75,41030,28972.25,39233,Yes,Month-to-month,Mailed check,OnlineSecurity,Yes
Cust3579,No,India,Maharashtra,0,2,2,Highschool or below,Male,280.5,41030,4734.75,40403,No,One year,Mailed check,OnlineSecurity,Yes
Cust2123,No,India,Maharashtra,0,1,1,Highschool or below,Male,102.25,41030,1254,40583,Yes,Month-to-month,Electronic check,MultipleLines,No
Cust3932,No,India,Maharashtra,0,2,2,Graduation,Male,373,41030,18601.75,39443,Yes,Month-to-month,Bank transfer (automatic),MultipleLines,Yes
Cust2747,No,India,Maharashtra,0,2,1,Masters,Male,97.25,41030,683.75,40703,No,One year,Mailed check,OnlineBackup,No internet service
Cust6198,Yes,India,Maharashtra,0,2,2,Highschool or below,Female,491.5,41030,4617.5,40643,No,Month-to-month,Credit card (automatic),InternetServiceCategory,Fiber optic
Cust5278,Yes,India,Maharashtra,0,1,1,Graduation,Male,287.75,41030,15232,39263,No,Two year,Bank transfer (automatic),HasPhoneService,1
Cust1294,No,India,Maharashtra,0,2,2,Graduation,Male,452.25,41030,26149,39203,Yes,Two year,Credit card (automatic),DeviceProtection,No
Cust3199,No,India,Maharashtra,0,2,1,Masters,Male,203,41030,12944.75,39023,Yes,One year,Bank transfer (automatic),MultipleLines,No phone service
Cust2136,No,India,Maharashtra,1,2,2,ProfessionalQalification,Male,292,41030,4824.5,40373,Yes,Month-to-month,Credit card (automatic),OnlineBackup,Yes
Cust2079,No,India,Maharashtra,0,1,1,Masters,Male,348.5,41030,2580.75,40703,No,Month-to-month,Credit card (automatic),DeviceProtection,No
Cust1766,Yes,India,Maharashtra,1,1,2,Highschool or below,Female,352.25,41030,352.25,40883,Yes,Month-to-month,Mailed check,MultipleLines,No
Cust3937,Yes,India,Maharashtra,0,2,2,Graduation,Male,490.75,41030,6151.25,40523,No,Month-to-month,Mailed check,OnlineBackup,No
Cust1372,Yes,India,Maharashtra,0,2,2,Graduation,Female,389.75,41030,1527.75,40793,No,Month-to-month,Bank transfer (automatic),StreamingTelevision,No
Cust5440,No,India,Maharashtra,0,1,2,ProfessionalQalification,Female,405.75,41030,26122.5,39023,Yes,One year,Credit card (automatic),DeviceProtection,Yes
Cust2047,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,484.5,41030,10427.25,40223,Yes,Month-to-month,Credit card (automatic),InternetServiceCategory,Fiber optic
Cust5757,No,India,Maharashtra,0,2,2,Masters,Male,120.25,41030,6509.5,39323,No,One year,Bank transfer (automatic),StreamingMovies,No internet service
Cust2888,Yes,India,Maharashtra,0,1,2,Other,Female,424.5,41030,3824.75,40673,Yes,Month-to-month,Electronic check,OnlineSecurity,No
Cust3427,No,India,Maharashtra,1,1,2,Graduation,Male,428.25,41030,24122.25,39233,Yes,Two year,Bank transfer (automatic),TechnicalSupport,Yes
Cust1667,No,India,Maharashtra,0,1,1,Graduation,Male,521.5,41030,22259.25,39623,Yes,One year,Credit card (automatic),StreamingTelevision,Yes
Cust4157,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,419.25,41030,17661.25,39713,No,Month-to-month,Bank transfer (automatic),MultipleLines,Yes
Cust2910,No,India,Maharashtra,0,1,1,ProfessionalQalification,Female,273.25,41030,2411.25,40673,No,Month-to-month,Mailed check,DeviceProtection,No
Cust2290,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,246.25,41030,1278,40733,Yes,One year,Mailed check,HasPhoneService,0
Cust3000,No,India,Maharashtra,0,1,2,Graduation,Female,324.25,41030,14541,39623,Yes,One year,Bank transfer (automatic),HasPhoneService,1
Cust4074,No,India,Maharashtra,0,1,2,ProfessionalQalification,Male,323.5,41030,23730.25,38753,Yes,Two year,Electronic check,StreamingMovies,Yes
Cust4035,No,India,Maharashtra,0,2,2,Masters,Male,446.25,41030,23262,39353,Yes,Two year,Mailed check,StreamingMovies,Yes
Cust3488,No,India,Maharashtra,1,1,2,Masters,Male,515.75,41030,33962.25,38963,Yes,One year,Bank transfer (automatic),MultipleLines,Yes
Cust4724,No,India,Maharashtra,1,1,2,Highschool or below,Female,578,41030,32155.25,39293,Yes,One year,Bank transfer (automatic),StreamingMovies,Yes
Cust4511,No,India,Maharashtra,1,1,2,Graduation,Female,529.25,41030,33627.5,38963,Yes,Two year,Credit card (automatic),OnlineBackup,Yes
Cust6447,No,India,Maharashtra,0,1,1,Highschool or below,Female,98.75,41030,6558,39083,No,Two year,Credit card (automatic),HasPhoneService,1
Cust4774,No,India,Maharashtra,0,2,2,Highschool or below,Female,402.25,41030,685.5,40853,Yes,Month-to-month,Electronic check,OnlineBackup,No
Cust4325,No,India,Maharashtra,0,2,2,Masters,Male,306.75,41030,18227.5,39143,Yes,One year,Bank transfer (automatic),OnlineBackup,No
Cust4849,No,India,Maharashtra,0,1,2,Graduation,Female,98,41030,5671.25,39203,Yes,Two year,Bank transfer (automatic),InternetServiceCategory,No
Cust4099,No,India,Maharashtra,0,1,1,Masters,Male,434.5,41030,30970.5,38843,No,Two year,Bank transfer (automatic),InternetServiceCategory,DSL
Cust2591,Yes,India,Maharashtra,0,2,2,Highschool or below,Male,179.5,41030,179.5,40883,No,Month-to-month,Electronic check,MultipleLines,No phone service
Cust6454,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,550.25,41030,37153.75,38843,Yes,Two year,Credit card (automatic),OnlineSecurity,Yes
Cust5559,Yes,India,Maharashtra,0,1,1,Graduation,Female,539.75,41030,26466,39443,Yes,Two year,Bank transfer (automatic),OnlineBackup,Yes
Cust6413,Yes,India,Maharashtra,0,2,2,Masters,Female,405,41030,1948,40763,Yes,Month-to-month,Credit card (automatic),HasPhoneService,1
Cust6397,No,India,Maharashtra,0,2,2,Highschool or below,Female,248.5,41030,5406.25,40223,No,Month-to-month,Credit card (automatic),DeviceProtection,Yes
Cust1850,Yes,India,Maharashtra,0,2,2,Highschool or below,Male,257.75,41030,3827.5,40463,No,Month-to-month,Electronic check,InternetServiceCategory,DSL
Cust5476,No,India,Maharashtra,0,1,2,ProfessionalQalification,Male,243.5,41030,7108.75,40103,No,One year,Credit card (automatic),OnlineSecurity,Yes
Cust6194,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,99,41030,2286.5,40133,No,One year,Credit card (automatic),HasPhoneService,1
Cust4028,No,India,Maharashtra,0,1,1,Masters,Male,104,41030,7059.5,38903,Yes,Two year,Mailed check,OnlineBackup,No internet service
Cust6081,No,India,Maharashtra,0,2,2,Masters,Male,318.75,41030,1131,40793,Yes,Month-to-month,Bank transfer (automatic),TechnicalSupport,Yes
Cust2481,No,India,Maharashtra,0,2,2,Graduation,Male,121.5,41030,501,40763,No,Month-to-month,Mailed check,InternetServiceCategory,DSL
Cust4481,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,246.75,41030,16606.75,38903,Yes,One year,Bank transfer (automatic),OnlineSecurity,Yes
Cust5402,No,India,Maharashtra,0,1,1,Masters,Male,405,41030,19231.75,39533,No,Two year,Mailed check,StreamingMovies,Yes
Cust3029,Yes,India,Maharashtra,1,1,1,Graduation,Female,352.75,41030,16546.25,39503,No,Month-to-month,Bank transfer (automatic),DeviceProtection,No
Cust1785,Yes,India,Maharashtra,0,1,2,Highschool or below,Female,447.25,41030,4265.5,40643,No,Month-to-month,Electronic check,HasPhoneService,1
Cust2002,No,India,Maharashtra,0,1,1,Highschool or below,Female,280.75,41030,14494.75,39383,Yes,One year,Electronic check,OnlineSecurity,No
Cust1318,Yes,India,Maharashtra,0,2,2,Masters,Female,302,41030,1360.75,40793,Yes,Month-to-month,Mailed check,InternetServiceCategory,DSL
Cust3139,No,India,Maharashtra,0,1,1,Highschool or below,Female,243.5,41030,12476,39323,Yes,Month-to-month,Bank transfer (automatic),OnlineBackup,Yes
Cust4162,No,India,Maharashtra,0,2,2,Graduation,Female,351.25,41030,1148.5,40823,Yes,Month-to-month,Electronic check,OnlineBackup,No
Cust2464,No,India,Maharashtra,0,2,2,Masters,Female,527.75,41030,28411.25,39323,No,Two year,Electronic check,HasPhoneService,1
Cust5743,No,India,Maharashtra,1,1,2,ProfessionalQalification,Female,478.25,41030,27358.75,39233,No,One year,Electronic check,OnlineSecurity,Yes
Cust5020,No,India,Maharashtra,0,1,2,Highschool or below,Female,355.25,41030,9188.5,40163,Yes,Month-to-month,Mailed check,TechnicalSupport,Yes
Cust5162,No,India,Maharashtra,0,2,2,Masters,Male,471.5,41030,13398.5,40013,Yes,Month-to-month,Credit card (automatic),OnlineSecurity,Yes
Cust5569,No,India,Maharashtra,0,1,1,ProfessionalQalification,Male,102.5,41030,388,40793,Yes,Month-to-month,Mailed check,OnlineSecurity,No internet service
Cust4554,No,India,Maharashtra,0,1,1,ProfessionalQalification,Male,196.75,41030,11975.25,39023,No,Two year,Bank transfer (automatic),HasPhoneService,0
Cust2915,No,India,Maharashtra,0,2,1,Highschool or below,Male,123.5,41030,123.5,40883,Yes,Month-to-month,Electronic check,StreamingTelevision,No
Cust3840,Yes,India,Maharashtra,0,1,2,Masters,Female,468.5,41030,32926.75,38783,Yes,Two year,Bank transfer (automatic),InternetServiceCategory,Fiber optic
Cust1386,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,371.5,41030,20831.75,39203,Yes,Two year,Credit card (automatic),HasPhoneService,1
Cust1831,No,India,Maharashtra,0,2,2,ProfessionalQalification,Female,396,41030,23825,39113,Yes,One year,Bank transfer (automatic),StreamingTelevision,No
Cust1293,Yes,India,Maharashtra,0,2,2,Graduation,Male,426.25,41030,8672.5,40313,Yes,Month-to-month,Electronic check,StreamingTelevision,Yes
Cust5410,No,India,Maharashtra,1,1,2,Graduation,Male,491.5,41030,30332.75,39083,Yes,One year,Mailed check,TechnicalSupport,Yes
Cust3779,No,India,Maharashtra,0,1,1,Highschool or below,Male,549.75,41030,18912,39863,Yes,Month-to-month,Electronic check,StreamingMovies,Yes
Cust2170,No,India,Maharashtra,0,1,2,Graduation,Male,468,41030,16830.25,39833,Yes,Month-to-month,Electronic check,MultipleLines,No
Cust5289,No,India,Maharashtra,0,2,2,Masters,Female,100.5,41030,1118,40553,No,Month-to-month,Mailed check,DeviceProtection,No internet service
Cust4032,No,India,Maharashtra,0,2,2,Highschool or below,Male,100.25,41030,100.25,40883,No,Month-to-month,Mailed check,HasPhoneService,1
Cust2181,No,India,Maharashtra,0,1,2,Masters,Male,103.75,41030,5929.75,39173,No,Two year,Mailed check,TechnicalSupport,No internet service
Cust3452,No,India,Maharashtra,1,2,2,ProfessionalQalification,Male,557,41030,5915.25,40583,Yes,Month-to-month,Electronic check,OnlineSecurity,No
Cust5709,No,India,Maharashtra,0,2,2,Graduation,Male,98.25,41030,341.75,40823,Yes,Month-to-month,Mailed check,StreamingTelevision,No internet service
Cust1509,No,India,Maharashtra,0,1,2,Masters,Male,102.25,41030,2357.75,40253,Yes,Month-to-month,Bank transfer (automatic),OnlineBackup,No internet service
Cust3078,Yes,India,Maharashtra,0,2,2,Masters,Male,102.5,41030,102.5,40883,No,Month-to-month,Mailed check,InternetServiceCategory,No
Cust1637,No,India,Maharashtra,0,1,2,Masters,Female,227,41030,7965.5,39803,No,Two year,Electronic check,OnlineSecurity,Yes
Cust4088,No,India,Maharashtra,0,2,2,Masters,Male,405.75,41030,13202.75,39983,Yes,Month-to-month,Electronic check,DeviceProtection,No
Cust1567,No,India,Maharashtra,0,1,1,Graduation,Female,96.75,41030,6319.25,39023,No,Two year,Electronic check,DeviceProtection,No internet service
Cust4794,No,India,Maharashtra,0,1,1,Masters,Male,340.25,41030,20791.25,39083,Yes,Two year,Bank transfer (automatic),TechnicalSupport,Yes
Cust2784,No,India,Maharashtra,0,2,2,Graduation,Female,401,41030,21488,39353,Yes,One year,Mailed check,MultipleLines,Yes
Cust4960,Yes,India,Maharashtra,1,2,2,Highschool or below,Female,148.25,41030,1457,40613,Yes,Month-to-month,Electronic check,StreamingTelevision,No
Cust4310,No,India,Maharashtra,0,1,1,Graduation,Male,97,41030,5308,39203,No,One year,Mailed check,DeviceProtection,No internet service
Cust4930,Yes,India,Maharashtra,0,2,1,Masters,Male,98.75,41030,5261.75,39323,No,Two year,Bank transfer (automatic),StreamingTelevision,No internet service
Cust4590,No,India,Maharashtra,0,1,1,Graduation,Female,124.25,41030,2174,40343,Yes,Month-to-month,Mailed check,DeviceProtection,No
Cust3853,No,India,Maharashtra,0,1,2,Masters,Male,475,41030,17201.25,39833,Yes,Month-to-month,Bank transfer (automatic),MultipleLines,Yes
Cust2353,No,India,Maharashtra,0,1,2,Highschool or below,Male,125.5,41030,5485.75,39653,Yes,Month-to-month,Credit card (automatic),DeviceProtection,No
Cust5262,No,India,Maharashtra,0,2,2,Highschool or below,Female,97,41030,2771.25,40043,No,Two year,Mailed check,StreamingTelevision,No internet service
Cust6333,No,India,Maharashtra,0,1,2,Masters,Male,416.25,41030,20447.25,39383,Yes,Two year,Credit card (automatic),MultipleLines,No
Cust5469,No,India,Maharashtra,1,1,2,ProfessionalQalification,Male,149,41030,10671.5,38843,Yes,One year,Credit card (automatic),OnlineBackup,No
Cust5140,No,India,Maharashtra,1,1,1,Masters,Female,149.5,41030,6943.75,39473,No,One year,Bank transfer (automatic),StreamingTelevision,No
Cust5396,Yes,India,Maharashtra,1,2,2,Highschool or below,Female,375.25,41030,1281.25,40823,Yes,Month-to-month,Credit card (automatic),HasPhoneService,1
Cust4483,Yes,India,Maharashtra,0,2,2,ProfessionalQalification,Female,429.75,41030,15550.5,39863,Yes,One year,Credit card (automatic),InternetServiceCategory,DSL
Cust5366,No,India,Maharashtra,0,2,2,Highschool or below,Male,498.5,41030,7833.75,40463,Yes,Month-to-month,Electronic check,DeviceProtection,No
Cust5584,No,India,Maharashtra,1,2,2,Masters,Male,393.75,41030,6091.25,40433,Yes,Month-to-month,Electronic check,DeviceProtection,No
Cust3761,No,India,Maharashtra,0,2,2,Masters,Female,98,41030,7208.25,38873,No,Two year,Credit card (automatic),StreamingMovies,No internet service
Cust2280,No,India,Maharashtra,0,1,1,Masters,Male,102,41030,5453,39293,No,Two year,Credit card (automatic),TechnicalSupport,No internet service
Cust2295,No,India,Maharashtra,0,2,2,Highschool or below,Male,100.25,41030,6008.25,39053,Yes,Two year,Credit card (automatic),HasPhoneService,1
Cust3909,No,India,Maharashtra,0,1,2,Graduation,Female,554,41030,33203.5,39113,Yes,Two year,Credit card (automatic),DeviceProtection,Yes
Cust2165,No,India,Maharashtra,1,2,2,Masters,Male,405.5,41030,13096.25,39953,Yes,Month-to-month,Credit card (automatic),OnlineSecurity,No
Cust5096,No,India,Maharashtra,0,1,1,Graduation,Female,521.5,41030,33626.5,38963,Yes,Two year,Credit card (automatic),OnlineBackup,No
Cust6089,No,India,Maharashtra,1,2,1,Masters,Male,228.75,41030,1721,40703,Yes,Month-to-month,Mailed check,StreamingMovies,No
Cust2593,No,India,Maharashtra,0,2,2,ProfessionalQalification,Male,278.5,41030,1678.25,40733,Yes,Month-to-month,Bank transfer (automatic),OnlineBackup,Yes
Cust1367,No,India,Maharashtra,0,1,1,Graduation,Male,272.5,41030,11505.75,39653,No,Month-to-month,Mailed check,OnlineSecurity,Yes
Cust4990,Yes,India,Maharashtra,0,2,2,Highschool or below,Male,508.75,41030,21367.25,39653,Yes,Month-to-month,Electronic check,MultipleLines,Yes
Cust1980,No,India,Maharashtra,0,1,2,Graduation,Male,102,41030,7072.25,38963,Yes,Two year,Credit card (automatic),TechnicalSupport,No internet service
Cust3946,No,India,Maharashtra,1,2,2,Highschool or below,Male,392.5,41030,4371,40583,Yes,Month-to-month,Electronic check,OnlineBackup,No
Cust2391,No,India,Maharashtra,0,1,1,Graduation,Female,382.25,41030,22597.5,39143,Yes,Two year,Mailed check,TechnicalSupport,Yes
Cust1463,No,India,Maharashtra,0,1,1,ProfessionalQalification,Male,103.5,41030,4144.25,39653,No,Two year,Mailed check,OnlineBackup,No internet service
Cust3212,No,India,Maharashtra,0,2,2,Highschool or below,Female,400,41030,3123,40673,Yes,Month-to-month,Bank transfer (automatic),InternetServiceCategory,Fiber optic
Cust4542,No,India,Maharashtra,1,2,2,Other,Female,426,41030,3478.75,40673,No,Month-to-month,Electronic check,MultipleLines,Yes
